id_x,sat_em_g,mr (emu/g),coer_oe,Synthesis
588,3.45,,85.5,"Samples were prepared by co-precipitation of Co(NO3)3.9H2O (Merck, minimum purity of 99%) and a domestic industrial grade of NaOH (98% purity) as the precipitant. Briefly, 58.2 g of the cobalt nitrate was dissolved in 200 mL of deionized double-distilled water, and 100 mL of NaOH solution (3 mol/L) was added drop by drop at a uniform rate to the solution at 60 ï¿½C using a hot plate magnetic stirrer until reaching a pH of 13 for the resultant mixture. After further stirring for 1 h, a light brown precipitate was obtained. The precipitate was washed several times with distilled water to reach a neutral pH, when the color became darker, and it was dried in air at room temperature over several days. The dark brown resulting precipitate (identified as Co(OH)2 by XRD) was used in the synthesis. The Co(OH)2 precursor was not calcined in air but directly reduced in hydrogen at (only) 300 ï¿½C, which allowed the formation of metallic Co particles, and subsequently oxidized also at the relatively low temperature of 300 ï¿½C for 10 min"
589,3.45,,85.5,"Samples were prepared by co-precipitation of Co(NO3)3.9H2O (Merck, minimum purity of 99%) and a domestic industrial grade of NaOH (98% purity) as the precipitant. Briefly, 58.2 g of the cobalt nitrate was dissolved in 200 mL of deionized double-distilled water, and 100 mL of NaOH solution (3 mol/L) was added drop by drop at a uniform rate to the solution at 60 ï¿½C using a hot plate magnetic stirrer until reaching a pH of 13 for the resultant mixture. After further stirring for 1 h, a light brown precipitate was obtained. The precipitate was washed several times with distilled water to reach a neutral pH, when the color became darker, and it was dried in air at room temperature over several days. The dark brown resulting precipitate (identified as Co(OH)2 by XRD) was used in the synthesis. The Co(OH)2 precursor was not calcined in air but directly reduced in hydrogen at (only) 300 ï¿½C, which allowed the formation of metallic Co particles, and subsequently oxidized also at the relatively low temperature of 300 ï¿½C for 10 min"
590,3.45,,85.5,"Samples were prepared by co-precipitation of Co(NO3)3.9H2O (Merck, minimum purity of 99%) and a domestic industrial grade of NaOH (98% purity) as the precipitant. Briefly, 58.2 g of the cobalt nitrate was dissolved in 200 mL of deionized double-distilled water, and 100 mL of NaOH solution (3 mol/L) was added drop by drop at a uniform rate to the solution at 60 ï¿½C using a hot plate magnetic stirrer until reaching a pH of 13 for the resultant mixture. After further stirring for 1 h, a light brown precipitate was obtained. The precipitate was washed several times with distilled water to reach a neutral pH, when the color became darker, and it was dried in air at room temperature over several days. The dark brown resulting precipitate (identified as Co(OH)2 by XRD) was used in the synthesis. The Co(OH)2 precursor was not calcined in air but directly reduced in hydrogen at (only) 300 ï¿½C, which allowed the formation of metallic Co particles, and subsequently oxidized also at the relatively low temperature of 300 ï¿½C for 10 min"
591,3.45,,85.5,"Samples were prepared by co-precipitation of Co(NO3)3.9H2O (Merck, minimum purity of 99%) and a domestic industrial grade of NaOH (98% purity) as the precipitant. Briefly, 58.2 g of the cobalt nitrate was dissolved in 200 mL of deionized double-distilled water, and 100 mL of NaOH solution (3 mol/L) was added drop by drop at a uniform rate to the solution at 60 ï¿½C using a hot plate magnetic stirrer until reaching a pH of 13 for the resultant mixture. After further stirring for 1 h, a light brown precipitate was obtained. The precipitate was washed several times with distilled water to reach a neutral pH, when the color became darker, and it was dried in air at room temperature over several days. The dark brown resulting precipitate (identified as Co(OH)2 by XRD) was used in the synthesis. The Co(OH)2 precursor was not calcined in air but directly reduced in hydrogen at (only) 300 ï¿½C, which allowed the formation of metallic Co particles, and subsequently oxidized also at the relatively low temperature of 300 ï¿½C for 10 min"
592,3.45,,85.5,"Samples were prepared by co-precipitation of Co(NO3)3.9H2O (Merck, minimum purity of 99%) and a domestic industrial grade of NaOH (98% purity) as the precipitant. Briefly, 58.2 g of the cobalt nitrate was dissolved in 200 mL of deionized double-distilled water, and 100 mL of NaOH solution (3 mol/L) was added drop by drop at a uniform rate to the solution at 60 ï¿½C using a hot plate magnetic stirrer until reaching a pH of 13 for the resultant mixture. After further stirring for 1 h, a light brown precipitate was obtained. The precipitate was washed several times with distilled water to reach a neutral pH, when the color became darker, and it was dried in air at room temperature over several days. The dark brown resulting precipitate (identified as Co(OH)2 by XRD) was used in the synthesis. The Co(OH)2 precursor was not calcined in air but directly reduced in hydrogen at (only) 300 ï¿½C, which allowed the formation of metallic Co particles, and subsequently oxidized also at the relatively low temperature of 300 ï¿½C for 10 min"
593,,,17707.0,"The thermal decomposition synthesis of theï¿½nanoparticles from a mixed Co,Feï¿½oleate precursor. For the preparation of the oleate precursors, metal chlorides and freshly prepared sodium oleate were used. A fresh solution of sodium oleate was prepared by dissolving 96 mmol (3.84 g) NaOH in a mixture of 10 mL of H2O and 20 mL of ethanol with the dropwise addition of 96 mmol oleic acid. Water solutions of 15 mL of 12 mmol (2.86 g) CoCl2ï¿½6H2O and 24 mmol (6.48 g) FeCl3ï¿½6H2O were added to the prepared sodium oleate solution. Then, c-hexane (120 mL), ethanol (40 mL), and water (40 mL) were added to the reaction mixture, which was kept under reflux at 60 ï¿½C for 4 h. After the reaction mixture cooled down, the oleate complex was washed three times with 50 mL of water to remove NaCl. A viscous and brownish color mixed oleate complex was obtained after the evaporation of all remaining solvents including c-hexane, ethanol, and water. In the next step, the ferrite nanoparticles were synthesized by the thermal decomposition of 5 mmol of the prepared oleate precursor  with 1.6 mmol of additional oleic acid, respectively, in 25 mL of octadecene in a N2 atmosphere. The mixture was heated up to 200 ï¿½C with a heating rate of 5 K/min, and then heating rates of 1.0 and 2.5 K/min  were applied, respectively, up to the reflux temperature of 315 ï¿½C, which was held for a reflux time of 0.5 h. The prepared nanoparticles were precipitated with ethanol three times and redispersed in toluene."
594,,,17707.0,"The thermal decomposition synthesis of theï¿½nanoparticles from a mixed Co,Feï¿½oleate precursor. For the preparation of the oleate precursors, metal chlorides and freshly prepared sodium oleate were used. A fresh solution of sodium oleate was prepared by dissolving 96 mmol (3.84 g) NaOH in a mixture of 10 mL of H2O and 20 mL of ethanol with the dropwise addition of 96 mmol oleic acid. Water solutions of 15 mL of 12 mmol (2.86 g) CoCl2ï¿½6H2O and 24 mmol (6.48 g) FeCl3ï¿½6H2O were added to the prepared sodium oleate solution. Then, c-hexane (120 mL), ethanol (40 mL), and water (40 mL) were added to the reaction mixture, which was kept under reflux at 60 ï¿½C for 4 h. After the reaction mixture cooled down, the oleate complex was washed three times with 50 mL of water to remove NaCl. A viscous and brownish color mixed oleate complex was obtained after the evaporation of all remaining solvents including c-hexane, ethanol, and water. In the next step, the ferrite nanoparticles were synthesized by the thermal decomposition of 5 mmol of the prepared oleate precursor  with 1.6 mmol of additional oleic acid, respectively, in 25 mL of octadecene in a N2 atmosphere. The mixture was heated up to 200 ï¿½C with a heating rate of 5 K/min, and then heating rates of 1.0 and 2.5 K/min  were applied, respectively, up to the reflux temperature of 315 ï¿½C, which was held for a reflux time of 0.5 h. The prepared nanoparticles were precipitated with ethanol three times and redispersed in toluene."
595,,,17707.0,"The thermal decomposition synthesis of theï¿½nanoparticles from a mixed Co,Feï¿½oleate precursor. For the preparation of the oleate precursors, metal chlorides and freshly prepared sodium oleate were used. A fresh solution of sodium oleate was prepared by dissolving 96 mmol (3.84 g) NaOH in a mixture of 10 mL of H2O and 20 mL of ethanol with the dropwise addition of 96 mmol oleic acid. Water solutions of 15 mL of 12 mmol (2.86 g) CoCl2ï¿½6H2O and 24 mmol (6.48 g) FeCl3ï¿½6H2O were added to the prepared sodium oleate solution. Then, c-hexane (120 mL), ethanol (40 mL), and water (40 mL) were added to the reaction mixture, which was kept under reflux at 60 ï¿½C for 4 h. After the reaction mixture cooled down, the oleate complex was washed three times with 50 mL of water to remove NaCl. A viscous and brownish color mixed oleate complex was obtained after the evaporation of all remaining solvents including c-hexane, ethanol, and water. In the next step, the ferrite nanoparticles were synthesized by the thermal decomposition of 5 mmol of the prepared oleate precursor  with 1.6 mmol of additional oleic acid, respectively, in 25 mL of octadecene in a N2 atmosphere. The mixture was heated up to 200 ï¿½C with a heating rate of 5 K/min, and then heating rates of 1.0 and 2.5 K/min  were applied, respectively, up to the reflux temperature of 315 ï¿½C, which was held for a reflux time of 0.5 h. The prepared nanoparticles were precipitated with ethanol three times and redispersed in toluene."
597,,,2340.0,"ï¿½CoO@MnFe2O4 core/shellï¿½nanoparticlesï¿½were synthesized by using two steps. First, CoOï¿½nanoparticlesï¿½were produced by an ionic coordination reaction method.  For this step, cobalt nitrate  is dissolved in a 2% acetic acid solution and chitosan is added as a chelating agent and the solution is stirred at room temperature for 24 h. Next, a solution containing deionized water, NaOH, and glutaraldehyde is prepared, and the cobalt nitrate solution is was dropwise into the NaOH solution under N2 atmosphere. The solid obtained was calcined at 773 K for 2 h in a N2 atmosphere to obtain CoO nanoparticles. In the second step, an aqueous solution of manganese Mn(NO3)2*4H2O and Fe(NO3)2*9H2O nitrates was prepared and the powdered sample of CoO was added to the solution and the aforementioned procedure was repeated. The final powder was also calcined in a N2 atmosphere at 523 K for 4 h, yielding coreï¿½shell nanoparticles."
598,,,2340.0,"ï¿½CoO@MnFe2O4 core/shellï¿½nanoparticlesï¿½were synthesized by using two steps. First, CoOï¿½nanoparticlesï¿½were produced by an ionic coordination reaction method.  For this step, cobalt nitrate  is dissolved in a 2% acetic acid solution and chitosan is added as a chelating agent and the solution is stirred at room temperature for 24 h. Next, a solution containing deionized water, NaOH, and glutaraldehyde is prepared, and the cobalt nitrate solution is was dropwise into the NaOH solution under N2 atmosphere. The solid obtained was calcined at 773 K for 2 h in a N2 atmosphere to obtain CoO nanoparticles. In the second step, an aqueous solution of manganese Mn(NO3)2*4H2O and Fe(NO3)2*9H2O nitrates was prepared and the powdered sample of CoO was added to the solution and the aforementioned procedure was repeated. The final powder was also calcined in a N2 atmosphere at 523 K for 4 h, yielding coreï¿½shell nanoparticles."
603,36.72,34.74,22179.811,"were fabricated by high temperature decomposition of metal-acetylacetonates in diphenyl ether assisted by oleic acid and oleylamine. In a typical synthesis, precursors, solvents and surfactants are mixed in a three-neck 250 mL flask, under an N2 atmosphere, equipped with a water-refrigerated condenser. Monodisperse CoO cores were obtained by mixing 1.5 mmol of Co(II) acetylacetonate (Co(acac)2) with a long-chain alcohol 1,2-octanediol (1 mmol), diphenyl ether (94 mmol), oleic acid (3 mmol), and oleylamine (3 mmol). The mixture was heated at a rate of 8 ï¿½C min?1 to the reflux temperature (260 ï¿½C) for a total time of 120 min. Once cooled down to room temperature, in order to grow the spinel ferrite on the CoO seeds, Fe(III) acetylacetonate (Fe(acac)3) (0.9 mmol)  together with 1,2-octanediol (1 mmol), oleic acid (1.5 mmol), oleylamine (1.5 mmol) and diphenyl ether (47 mmol) were added to the mixture and the heating procedure was repeated using a slightly higher heating rate (12 ï¿½C min?1) in order to avoid  In this step, metal-acetylacetonates were added according to a nominal molar ratio. The as-prepared nanoparticles were extracted and washed several times, where each step consists of addition of ethanol : hexane solution (8 : 1) followed by centrifugation (14 000 rpm/30 min). The precipitated nanoparticles were dried and annealed at 300 ï¿½C under an air atmosphere for 120 min with a fixed heating rate of 3 ï¿½C min?1. The annealed samples can be re-dispersed in hexane or toluene after sonication for 1 h"
604,29.18,20.32,15321.4,"were fabricated by high temperature decomposition of metal-acetylacetonates in diphenyl ether assisted by oleic acid and oleylamine. In a typical synthesis, precursors, solvents and surfactants are mixed in a three-neck 250 mL flask, under an N2 atmosphere, equipped with a water-refrigerated condenser. Monodisperse CoO cores were obtained by mixing 1.5 mmol of Co(II) acetylacetonate (Co(acac)2) with a long-chain alcohol 1,2-octanediol (1 mmol), diphenyl ether (94 mmol), oleic acid (3 mmol), and oleylamine (3 mmol). The mixture was heated at a rate of 8 ï¿½C min?1 to the reflux temperature (260 ï¿½C) for a total time of 120 min. Once cooled down to room temperature, in order to grow the spinel ferrite on the CoO seeds, Zn(II) acetylacetonate (Zn(acac)2), Fe(III) acetylacetonate (Fe(acac)3) and Co(acac)2 (total organometallic precursors of 0.9 mmol),  together with 1,2-octanediol (1 mmol), oleic acid (1.5 mmol), oleylamine (1.5 mmol) and diphenyl ether (47 mmol) were added to the mixture and the heating procedure was repeated using a slightly higher heating rate (12 ï¿½C min?1) in order to avoid  In this step, metal-acetylacetonates were added according to a  Zn : Co molar ratio equal to 0.25. The as-prepared nanoparticles were extracted and washed several times, where each step consists of addition of ethanol : hexane solution (8 : 1) followed by centrifugation (14 000 rpm/30 min). The precipitated nanoparticles were dried and annealed at 300 ï¿½C under an air atmosphere for 120 min with a fixed heating rate of 3 ï¿½C min?1. The annealed samples can be re-dispersed in hexane or toluene after sonication for 1 h"
605,28.2,20.32,11612.5,"were fabricated by high temperature decomposition of metal-acetylacetonates in diphenyl ether assisted by oleic acid and oleylamine. In a typical synthesis, precursors, solvents and surfactants are mixed in a three-neck 250 mL flask, under an N2 atmosphere, equipped with a water-refrigerated condenser. Monodisperse CoO cores were obtained by mixing 1.5 mmol of Co(II) acetylacetonate (Co(acac)2) with a long-chain alcohol 1,2-octanediol (1 mmol), diphenyl ether (94 mmol), oleic acid (3 mmol), and oleylamine (3 mmol). The mixture was heated at a rate of 8 ï¿½C min?1 to the reflux temperature (260 ï¿½C) for a total time of 120 min. Once cooled down to room temperature, in order to grow the spinel ferrite on the CoO seeds, Zn(II) acetylacetonate (Zn(acac)2), Fe(III) acetylacetonate (Fe(acac)3) and Co(acac)2 (total organometallic precursors of 0.9 mmol),  together with 1,2-octanediol (1 mmol), oleic acid (1.5 mmol), oleylamine (1.5 mmol) and diphenyl ether (47 mmol) were added to the mixture and the heating procedure was repeated using a slightly higher heating rate (12 ï¿½C min?1) in order to avoid  In this step, metal-acetylacetonates were added according to a  Zn : Co molar ratio equal to 0.50.The as-prepared nanoparticles were extracted and washed several times, where each step consists of addition of ethanol : hexane solution (8 : 1) followed by centrifugation (14 000 rpm/30 min). The precipitated nanoparticles were dried and annealed at 300 ï¿½C under an air atmosphere for 120 min with a fixed heating rate of 3 ï¿½C min?1. The annealed samples can be re-dispersed in hexane or toluene after sonication for 1 h"
606,26.88,16.72,9355.0,"were fabricated by high temperature decomposition of metal-acetylacetonates in diphenyl ether assisted by oleic acid and oleylamine. In a typical synthesis, precursors, solvents and surfactants are mixed in a three-neck 250 mL flask, under an N2 atmosphere, equipped with a water-refrigerated condenser. Monodisperse CoO cores were obtained by mixing 1.5 mmol of Co(II) acetylacetonate (Co(acac)2) with a long-chain alcohol 1,2-octanediol (1 mmol), diphenyl ether (94 mmol), oleic acid (3 mmol), and oleylamine (3 mmol). The mixture was heated at a rate of 8 ï¿½C min?1 to the reflux temperature (260 ï¿½C) for a total time of 120 min. Once cooled down to room temperature, in order to grow the spinel ferrite on the CoO seeds, Zn(II) acetylacetonate (Zn(acac)2), Fe(III) acetylacetonate (Fe(acac)3) and Co(acac)2 (total organometallic precursors of 0.9 mmol),  together with 1,2-octanediol (1 mmol), oleic acid (1.5 mmol), oleylamine (1.5 mmol) and diphenyl ether (47 mmol) were added to the mixture and the heating procedure was repeated using a slightly higher heating rate (12 ï¿½C min?1) in order to avoid  In this step, metal-acetylacetonates were added according to a  Zn : Co molar ratio equal to 0.75. The as-prepared nanoparticles were extracted and washed several times, where each step consists of addition of ethanol : hexane solution (8 : 1) followed by centrifugation (14 000 rpm/30 min). The precipitated nanoparticles were dried and annealed at 300 ï¿½C under an air atmosphere for 120 min with a fixed heating rate of 3 ï¿½C min?1. The annealed samples can be re-dispersed in hexane or toluene after sonication for 1 h"
607,38.69,25.89,7422.33,"were fabricated by high temperature decomposition of metal-acetylacetonates in diphenyl ether assisted by oleic acid and oleylamine. In a typical synthesis, precursors, solvents and surfactants are mixed in a three-neck 250 mL flask, under an N2 atmosphere, equipped with a water-refrigerated condenser. Monodisperse CoO cores were obtained by mixing 1.5 mmol of Co(II) acetylacetonate (Co(acac)2) with a long-chain alcohol 1,2-octanediol (1 mmol), diphenyl ether (94 mmol), oleic acid (3 mmol), and oleylamine (3 mmol). The mixture was heated at a rate of 8 ï¿½C min?1 to the reflux temperature (260 ï¿½C) for a total time of 120 min. Once cooled down to room temperature, in order to grow the spinel ferrite on the CoO seeds, Zn(II) acetylacetonate (Zn(acac)2), Fe(III) acetylacetonate (Fe(acac)3) and Co(acac)2 (total organometallic precursors of 0.9 mmol),  together with 1,2-octanediol (1 mmol), oleic acid (1.5 mmol), oleylamine (1.5 mmol) and diphenyl ether (47 mmol) were added to the mixture and the heating procedure was repeated using a slightly higher heating rate (12 ï¿½C min?1) in order to avoid  In this step, metal-acetylacetonates were added according to a  Zn : Co molar ratio equal to 1.The as-prepared nanoparticles were extracted and washed several times, where each step consists of addition of ethanol : hexane solution (8 : 1) followed by centrifugation (14 000 rpm/30 min). The precipitated nanoparticles were dried and annealed at 300 ï¿½C under an air atmosphere for 120 min with a fixed heating rate of 3 ï¿½C min?1. The annealed samples can be re-dispersed in hexane or toluene after sonication for 1 h"
608,26.0,7.34,615.0,"Nanocrystalline Ni, embedded in amorphous silica host was prepared with volume fraction ?=10 % in sol-gel route. At first Ni metal powder (Aldrich, 99.99 % pure) was dissolved in dilute nitric acid (35 %). Citric acid was added to the solution of metal nitrate and homogenized thoroughly for 6 hours. Ethanolic tetraethyl orthosilicate (TEOS) was finally added to the solution as a source of SiO2 matrix in form of droplets and mixed vigorously for 12 hours to obtain homogeneous mixture. The resulting reddish solution was dried in open air very slowly to form gel at room temperature. The gel was dried in 300 K for 15 days, and then decomposed at 600 0 C for 6 hours in a continuous flow of H2/Ar mixture. Molar ratios of Ni:TEOS=1:5, was considered for obtaining final products of Ni-SiO2with ? of 10 %. Once Ni-SiO2 was formed, it was oxidized at a particular oxidation temperature (523 K), for 10 minutes in open air to create an antiferromagnetic NiO shell over Ni core. Thus Ni-NiO-SiO2 was prepared with ?=10 %. Desired amount of SiO2 was added through mechanical grinding to dilute the volume fraction"
609,26.0,7.34,615.0,"Nanocrystalline Ni, embedded in amorphous silica host was prepared with volume fraction ?=10 % in sol-gel route. At first Ni metal powder (Aldrich, 99.99 % pure) was dissolved in dilute nitric acid (35 %). Citric acid was added to the solution of metal nitrate and homogenized thoroughly for 6 hours. Ethanolic tetraethyl orthosilicate (TEOS) was finally added to the solution as a source of SiO2 matrix in form of droplets and mixed vigorously for 12 hours to obtain homogeneous mixture. The resulting reddish solution was dried in open air very slowly to form gel at room temperature. The gel was dried in 300 K for 15 days, and then decomposed at 600 0 C for 6 hours in a continuous flow of H2/Ar mixture. Molar ratios of Ni:TEOS=1:5, was considered for obtaining final products of Ni-SiO2with ? of 10 %. Once Ni-SiO2 was formed, it was oxidized at a particular oxidation temperature (523 K), for 10 minutes in open air to create an antiferromagnetic NiO shell over Ni core. Thus Ni-NiO-SiO2 was prepared with ?=5 %. Desired amount of SiO2 was added through mechanical grinding to dilute the volume fraction"
610,207.4,5.96,88.9,"The reduction medium chosen for the synthesis of iron and size reduced iron is ethylene glycol. NaOH pellets are used as an enhancer for reaction rate. For size reduction Chloroplatinic acid (H2PtCl6ï¿½6H2O) in a molar concentration varying from 0 to 2ï¿½mM was used as a heterogenous nucleating agent. For size reduction, 100ï¿½ml of ethylene glycol was heated up to 443ï¿½K and then, required amount of H2PtCl6ï¿½6H2O was added followed by the addition of 0.1ï¿½M of FeCl2ï¿½4H2O granules. After 2ï¿½s from the addition of FeCl2ï¿½4H2O, 4ï¿½M of NaOH was added. The addition of NaOH results inï¿½exothermic reactionï¿½followed by the formation of black precipitate of iron and size reduced iron. For the as prepared iron, Pt precursor was not added during the synthesis while rest of the procedure remains the same. The precipitate was collected through magnetic separation and washed several times in methanol and used for further studies."
611,207.4,5.96,88.9,"The reduction medium chosen for the synthesis of iron and size reduced iron is ethylene glycol. NaOH pellets are used as an enhancer for reaction rate. For size reduction Chloroplatinic acid (H2PtCl6ï¿½6H2O) in a molar concentration varying from 0 to 2ï¿½mM was used as a heterogenous nucleating agent. For size reduction, 100ï¿½ml of ethylene glycol was heated up to 443ï¿½K and then, required amount of H2PtCl6ï¿½6H2O was added followed by the addition of 0.1ï¿½M of FeCl2ï¿½4H2O granules. After 2ï¿½s from the addition of FeCl2ï¿½4H2O, 4ï¿½M of NaOH was added. The addition of NaOH results inï¿½exothermic reactionï¿½followed by the formation of black precipitate of iron and size reduced iron. For the as prepared iron, Pt precursor was not added during the synthesis while rest of the procedure remains the same. The precipitate was collected through magnetic separation and washed several times in methanol and used for further studies."
612,207.4,5.96,88.9,"The reduction medium chosen for the synthesis of iron and size reduced iron is ethylene glycol. NaOH pellets are used as an enhancer for reaction rate. For size reduction Chloroplatinic acid (H2PtCl6ï¿½6H2O) in a molar concentration varying from 0 to 2ï¿½mM was used as a heterogenous nucleating agent. For size reduction, 100ï¿½ml of ethylene glycol was heated up to 443ï¿½K and then, required amount of H2PtCl6ï¿½6H2O was added followed by the addition of 0.1ï¿½M of FeCl2ï¿½4H2O granules. After 2ï¿½s from the addition of FeCl2ï¿½4H2O, 4ï¿½M of NaOH was added. The addition of NaOH results inï¿½exothermic reactionï¿½followed by the formation of black precipitate of iron and size reduced iron. For the as prepared iron, Pt precursor was not added during the synthesis while rest of the procedure remains the same. The precipitate was collected through magnetic separation and washed several times in methanol and used for further studies."
613,207.4,5.96,88.9,"The reduction medium chosen for the synthesis of iron and size reduced iron is ethylene glycol. NaOH pellets are used as an enhancer for reaction rate. For size reduction Chloroplatinic acid (H2PtCl6ï¿½6H2O) in a molar concentration varying from 0 to 2ï¿½mM was used as a heterogenous nucleating agent. For size reduction, 100ï¿½ml of ethylene glycol was heated up to 443ï¿½K and then, required amount of H2PtCl6ï¿½6H2O was added followed by the addition of 0.1ï¿½M of FeCl2ï¿½4H2O granules. After 2ï¿½s from the addition of FeCl2ï¿½4H2O, 4ï¿½M of NaOH was added. The addition of NaOH results inï¿½exothermic reactionï¿½followed by the formation of black precipitate of iron and size reduced iron. For the as prepared iron, Pt precursor was not added during the synthesis while rest of the procedure remains the same. The precipitate was collected through magnetic separation and washed several times in methanol and used for further studies."
614,207.4,5.96,88.9,"The reduction medium chosen for the synthesis of iron and size reduced iron is ethylene glycol. NaOH pellets are used as an enhancer for reaction rate. For size reduction Chloroplatinic acid (H2PtCl6ï¿½6H2O) in a molar concentration varying from 0 to 2ï¿½mM was used as a heterogenous nucleating agent. For size reduction, 100ï¿½ml of ethylene glycol was heated up to 443ï¿½K and then, required amount of H2PtCl6ï¿½6H2O was added followed by the addition of 0.1ï¿½M of FeCl2ï¿½4H2O granules. After 2ï¿½s from the addition of FeCl2ï¿½4H2O, 4ï¿½M of NaOH was added. The addition of NaOH results inï¿½exothermic reactionï¿½followed by the formation of black precipitate of iron and size reduced iron. For the as prepared iron, Pt precursor was not added during the synthesis while rest of the procedure remains the same. The precipitate was collected through magnetic separation and washed several times in methanol and used for further studies."
615,207.4,5.96,88.9,"The reduction medium chosen for the synthesis of iron and size reduced iron is ethylene glycol. NaOH pellets are used as an enhancer for reaction rate. For size reduction Chloroplatinic acid (H2PtCl6ï¿½6H2O) in a molar concentration varying from 0 to 2ï¿½mM was used as a heterogenous nucleating agent. For size reduction, 100ï¿½ml of ethylene glycol was heated up to 443ï¿½K and then, required amount of H2PtCl6ï¿½6H2O was added followed by the addition of 0.1ï¿½M of FeCl2ï¿½4H2O granules. After 2ï¿½s from the addition of FeCl2ï¿½4H2O, 4ï¿½M of NaOH was added. The addition of NaOH results inï¿½exothermic reactionï¿½followed by the formation of black precipitate of iron and size reduced iron. For the as prepared iron, Pt precursor was not added during the synthesis while rest of the procedure remains the same. The precipitate was collected through magnetic separation and washed several times in methanol and used for further studies."
616,207.4,5.96,88.9,"The reduction medium chosen for the synthesis of iron and size reduced iron is ethylene glycol. NaOH pellets are used as an enhancer for reaction rate. For size reduction Chloroplatinic acid (H2PtCl6ï¿½6H2O) in a molar concentration varying from 0 to 2ï¿½mM was used as a heterogenous nucleating agent. For size reduction, 100ï¿½ml of ethylene glycol was heated up to 443ï¿½K and then, required amount of H2PtCl6ï¿½6H2O was added followed by the addition of 0.1ï¿½M of FeCl2ï¿½4H2O granules. After 2ï¿½s from the addition of FeCl2ï¿½4H2O, 4ï¿½M of NaOH was added. The addition of NaOH results inï¿½exothermic reactionï¿½followed by the formation of black precipitate of iron and size reduced iron. For the as prepared iron, Pt precursor was not added during the synthesis while rest of the procedure remains the same. The precipitate was collected through magnetic separation and washed several times in methanol and used for further studies."
617,36.0,19.4,16600.0,"The particles were produced by co-precipitation method in an alkaline solution. An acidic 2 wt.% chitosan solution was prepared with acetic acid, to this solution we have added stoichiometric amounts of Co, Fe and Ag salts. A second aqueous solution was prepared withï¿½glutaraldehydeï¿½and NaOH (5.0?M), this solution was warmed up to 70?ï¿½C. Then, the first solution is slowly added to the second solution. The obtained material was washed several times with distilled water and centrifuged until the pH lowered to 8. The precursor samples were thermally treated at 350?ï¿½C for 1?h in ambient atmosphere. The co-precipitation of the particles and solidification of chitosan beads occur simultaneously, theï¿½oxideï¿½and metalï¿½nanoparticlesï¿½are formed within the polymer bead. The Ag concentrations in the samples were x=35 wt.%."
618,36.0,19.4,16600.0,"The particles were produced by co-precipitation method in an alkaline solution. An acidic 2 wt.% chitosan solution was prepared with acetic acid, to this solution we have added stoichiometric amounts of Co, Fe and Ag salts. A second aqueous solution was prepared withï¿½glutaraldehydeï¿½and NaOH (5.0?M), this solution was warmed up to 70?ï¿½C. Then, the first solution is slowly added to the second solution. The obtained material was washed several times with distilled water and centrifuged until the pH lowered to 8. The precursor samples were thermally treated at 350?ï¿½C for 1?h in ambient atmosphere. The co-precipitation of the particles and solidification of chitosan beads occur simultaneously, theï¿½oxideï¿½and metalï¿½nanoparticlesï¿½are formed within the polymer bead. The Ag concentrations in the samples were x=60 wt.%."
619,36.0,19.4,16600.0,"The particles were produced by co-precipitation method in an alkaline solution. An acidic 2 wt.% chitosan solution was prepared with acetic acid, to this solution we have added stoichiometric amounts of Co, Fe and Ag salts. A second aqueous solution was prepared withï¿½glutaraldehydeï¿½and NaOH (5.0?M), this solution was warmed up to 70?ï¿½C. Then, the first solution is slowly added to the second solution. The obtained material was washed several times with distilled water and centrifuged until the pH lowered to 8. The precursor samples were thermally treated at 350?ï¿½C for 1?h in ambient atmosphere. The co-precipitation of the particles and solidification of chitosan beads occur simultaneously, theï¿½oxideï¿½and metalï¿½nanoparticlesï¿½are formed within the polymer bead. The Ag concentrations in the samples were x=70 wt.%."
620,36.0,19.4,16600.0,"The particles were produced by co-precipitation method in an alkaline solution. An acidic 2 wt.% chitosan solution was prepared with acetic acid, to this solution we have added stoichiometric amounts of Co, Fe and Ag salts. A second aqueous solution was prepared withï¿½glutaraldehydeï¿½and NaOH (5.0?M), this solution was warmed up to 70?ï¿½C. Then, the first solution is slowly added to the second solution. The obtained material was washed several times with distilled water and centrifuged until the pH lowered to 8. The precursor samples were thermally treated at 350?ï¿½C for 1?h in ambient atmosphere. The co-precipitation of the particles and solidification of chitosan beads occur simultaneously, theï¿½oxideï¿½and metalï¿½nanoparticlesï¿½are formed within the polymer bead. The Ag concentrations in the samples were x=35 wt.%."
621,36.0,19.4,16600.0,"The particles were produced by co-precipitation method in an alkaline solution. An acidic 2 wt.% chitosan solution was prepared with acetic acid, to this solution we have added stoichiometric amounts of Co, Fe and Ag salts. A second aqueous solution was prepared withï¿½glutaraldehydeï¿½and NaOH (5.0?M), this solution was warmed up to 70?ï¿½C. Then, the first solution is slowly added to the second solution. The obtained material was washed several times with distilled water and centrifuged until the pH lowered to 8. The precursor samples were thermally treated at 350?ï¿½C for 1?h in ambient atmosphere. The co-precipitation of the particles and solidification of chitosan beads occur simultaneously, theï¿½oxideï¿½and metalï¿½nanoparticlesï¿½are formed within the polymer bead. The Ag concentrations in the samples were x=60 wt.%."
